claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,zipcode,city,state,county,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income,land_area_in_sqmi
18421,31,F,0.0,83,82198,1,0,Rent,20102,2/18/2015,Wednesday,Local,0,0.0,1,Online,0,7830.93,6,Medium,15000.0,black,76124.80681,0,20102,Dulles,VA,Loudoun County,,,,,,,
24198,32,F,1.0,78,65936,0,0,Own,15051,11/22/2015,Sunday,Parking Lot,0,0.0,54,Online,0,0.0,6,Compact,15000.0,red,50963.53716,0,15051,Indianola,PA,Allegheny County,461.0,557.0,246.0,224.0,71300.0,51023.0,0.83
15335,45,M,1.0,91,68596,1,0,Own,50051,2/11/2016,Thursday,Local,0,1.0,48,Broker,1,3312.78,8,Compact,29535.83554,white,15931.36665,0,50051,Clemons,IA,Marshall County,283.0,11.0,134.0,117.0,74200.0,68636.0,25.55
15018,77,F,1.0,66,46686,1,0,Own,15022,6/24/2016,Friday,Local,0,0.0,81,Broker,0,846.65,1,Medium,34263.7809,blue,11488.52596,0,15022,Charleroi,PA,Washington County,10340.0,573.0,5391.0,4641.0,85600.0,40956.0,18.06
7896,29,M,1.0,84,60564,0,1,Rent,20113,7/9/2015,Thursday,Highway,13,1.0,5,Online,1,0.0,1,Medium,18868.10402,blue,9758.653912,0,20113,Manassas,VA,Manassas City,,,,,,,
27117,31,F,0.0,60,124025,1,0,Rent,50054,1/21/2015,Wednesday,Parking Lot,0,0.0,34,Phone,1,3312.97,1,Medium,17344.77627,gray,21330.60477,0,50054,Colfax,IA,Jasper County,3356.0,57.0,1428.0,1322.0,94800.0,46802.0,58.42
20489,47,F,1.0,73,113149,0,0,Own,80020,12/15/2016,Thursday,Parking Lot,1,1.0,100,Online,0,0.0,1,Large,20998.0565,red,14247.68247,0,80020,Broomfield,CO,Broomfield County,46871.0,2372.0,18011.0,17341.0,247400.0,77600.0,19.76
21885,37,F,0.0,57,38708,1,1,Rent,15022,9/26/2015,Saturday,Parking Lot,8,1.0,50,Broker,0,4867.67,4,Compact,23330.43175,black,41920.39586,0,15022,Charleroi,PA,Washington County,10340.0,573.0,5391.0,4641.0,85600.0,40956.0,18.06
23472,38,F,1.0,84,68297,1,0,Own,80003,2/1/2016,Monday,Local,3,0.0,23,Online,1,0.0,1,Large,23418.95299,blue,28340.10481,0,80003,Arvada,CO,Jefferson County,35384.0,5193.0,14248.0,13672.0,206900.0,54688.0,6.81
9042,42,M,0.0,78,39703,1,1,Own,50049,8/14/2016,Sunday,Highway,0,1.0,98,Broker,1,2061.27,1,Medium,45343.99911,blue,26444.80085,0,50049,Chariton,IA,Lucas County,6493.0,32.0,3095.0,2718.0,85400.0,42247.0,201.1
20447,28,M,1.0,89,46965,1,0,Rent,80027,12/30/2016,Friday,Parking Lot,0,0.0,35,Broker,0,0.0,1,Compact,15000.0,black,17449.51129,0,80027,Louisville,CO,Boulder County,31034.0,1598.0,12648.0,12089.0,381300.0,95635.0,19.43
12017,38,M,1.0,77,71528,1,1,Own,50009,4/17/2015,Friday,Local,0,1.0,98,Phone,0,1323.62,1,Medium,43959.6103,silver,16655.20971,0,50009,Altoona,IA,Polk County,16136.0,641.0,6319.0,6050.0,157700.0,64798.0,25.16
7529,62,F,1.0,59,38603,0,1,Rent,80005,7/31/2016,Sunday,Local,0,0.0,92,Broker,0,4153.21,1,Compact,32447.98394,gray,22822.95175,1,80005,Arvada,CO,Jefferson County,25553.0,2248.0,10342.0,10066.0,277700.0,84501.0,11.37
7201,35,F,0.0,31,109599,0,1,Rent,85020,7/30/2015,Thursday,Local,0,1.0,51,Broker,1,2029.76,1,Large,37783.78585,silver,46391.78108,0,85020,Phoenix,AZ,Maricopa County,32850.0,3695.0,17709.0,15114.0,167400.0,46037.0,8.89
22649,48,M,1.0,83,94556,1,1,Rent,15049,5/2/2015,Saturday,Local,0,0.0,51,Broker,1,0.0,1,Medium,26579.30218,white,14510.22715,0,15049,Harwick,PA,Allegheny County,895.0,2076.0,487.0,463.0,96700.0,43491.0,0.43
27808,41,M,0.0,53,63854,1,1,Rent,85071,3/2/2016,Wednesday,Local,0,1.0,95,Phone,1,0.0,1,Compact,15000.0,black,41344.11241,0,85071,Phoenix,AZ,Maricopa County,,,,,,,
17636,32,F,1.0,60,104502,1,0,Own,15009,5/7/2016,Saturday,Local,6,0.0,95,Broker,0,0.0,1,Compact,15000.0,gray,42255.50923,0,15009,Beaver,PA,Beaver County,15082.0,615.0,6839.0,6342.0,155400.0,54833.0,24.54
10163,56,M,0.0,77,73293,0,0,Rent,20132,2/21/2015,Saturday,Local,0,0.0,34,Phone,1,1866.13,5,Large,59417.82386,blue,32440.86109,1,20132,Purcellville,VA,Loudoun County,15900.0,192.0,5466.0,5154.0,470800.0,129180.0,82.91
28436,47,M,1.0,87,49166,0,0,Own,20152,10/22/2016,Saturday,Local,8,0.0,50,Broker,0,928.08,1,Compact,64869.06633,black,32356.95694,0,20152,Chantilly,VA,Loudoun County,24946.0,1002.0,7876.0,7624.0,517000.0,144250.0,24.89
21339,45,M,1.0,65,73846,1,0,Rent,20101,1/31/2016,Sunday,Local,6,1.0,61,Phone,1,0.0,1,Medium,26604.84236,blue,47203.44841,0,20101,Dulles,VA,Loudoun County,,,,,,,
158,28,M,1.0,92,51131,1,0,Rent,80109,10/27/2015,Tuesday,Parking Lot,17,0.0,92,Online,1,3945.23,1,Medium,15000.0,red,12991.25514,0,80109,Castle Rock,CO,Douglas County,17219.0,653.0,5778.0,5529.0,325200.0,108781.0,26.37
4077,28,M,0.0,77,54445,0,1,Rent,80020,3/24/2015,Tuesday,Parking Lot,0,,68,Online,1,6.96,2,Compact,34732.48214,silver,14511.94642,0,80020,Broomfield,CO,Broomfield County,46871.0,2372.0,18011.0,17341.0,247400.0,77600.0,19.76
8381,44,F,1.0,93,53227,0,1,Own,85005,9/3/2015,Thursday,Local,3,0.0,19,Broker,1,9237.83,4,Compact,53100.11705,white,7711.28705,0,85005,Phoenix,AZ,Maricopa County,,,,,,,
3578,38,F,1.0,46,45038,1,1,Rent,50039,8/6/2015,Thursday,Local,0,1.0,0,Broker,0,35.12,1,Large,36082.32142,gray,15042.27899,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
26576,47,F,1.0,90,52325,0,1,Own,50035,4/1/2016,Friday,Local,1,0.0,50,Phone,1,0.0,1,Large,15000.0,white,31145.83138,0,50035,Bondurant,IA,Polk County,5387.0,119.0,1958.0,1883.0,166600.0,62389.0,45.09
20965,43,F,1.0,42,54815,1,1,Rent,80045,9/3/2015,Thursday,Highway,4,0.0,50,Phone,0,0.0,1,Large,43801.68514,white,25105.45125,0,80045,Aurora,CO,Adams County,,,,,,,
6210,36,M,0.0,83,47269,0,0,Own,50051,2/22/2016,Monday,Local,0,0.0,7,Broker,1,5245.09,3,Compact,15000.0,black,32702.13439,0,50051,Clemons,IA,Marshall County,283.0,11.0,134.0,117.0,74200.0,68636.0,25.55
5857,28,M,1.0,45,90141,1,1,Rent,85043,11/29/2016,Tuesday,Local,0,0.0,63,Online,1,1404.77,1,Large,15000.0,red,20081.51813,0,85043,Phoenix,AZ,Maricopa County,30560.0,1593.0,9443.0,8240.0,99900.0,40584.0,19.18
18499,49,M,0.0,84,109532,0,1,Own,20117,9/14/2016,Wednesday,Parking Lot,5,0.0,6,Broker,1,4680.56,5,Compact,27211.63477,other,15393.94176,0,20117,Middleburg,VA,Loudoun County,2693.0,60.0,1469.0,1168.0,539500.0,103214.0,44.74
15808,59,F,1.0,65,103672,1,1,Own,20159,12/7/2015,Monday,Local,4,0.0,50,Broker,0,0.0,1,Large,65460.80136,white,15010.99747,0,20159,Hamilton,VA,Loudoun County,,,,,,,
14669,49,F,1.0,46,87779,0,1,Own,85020,10/11/2015,Sunday,Parking Lot,0,0.0,10,Broker,1,8364.5,5,Medium,25280.21106,red,29496.80676,0,85020,Phoenix,AZ,Maricopa County,32850.0,3695.0,17709.0,15114.0,167400.0,46037.0,8.89
20868,42,F,0.0,71,48945,0,0,Rent,15012,3/14/2015,Saturday,Local,0,1.0,8,Broker,0,5803.53,1,Compact,15000.0,blue,20765.57818,0,15012,Belle Vernon,PA,Westmoreland County,15905.0,474.0,7326.0,6743.0,120400.0,51884.0,33.55
172,53,F,1.0,63,77192,1,1,Own,80110,2/12/2015,Thursday,Local,17,0.0,1,Broker,1,5753.48,1,Large,46671.00047,black,10637.86699,1,80110,Englewood,CO,Arapahoe County,20867.0,3298.0,9483.0,8776.0,186700.0,41793.0,6.33
6115,51,F,1.0,69,120428,1,0,Rent,15031,4/4/2015,Saturday,Local,0,0.0,38,Broker,0,8920.8,1,Compact,15000.0,red,21962.19974,0,15031,Cuddy,PA,Allegheny County,513.0,1101.0,247.0,223.0,95300.0,50259.0,0.47
26515,26,M,1.0,83,95833,1,0,Own,50040,6/1/2015,Monday,Local,0,1.0,0,Online,1,0.0,2,Medium,15000.0,blue,9818.509789,0,50040,Boxholm,IA,Boone County,,,,,,,
8144,74,F,1.0,84,102323,1,0,Own,15022,12/2/2015,Wednesday,Parking Lot,16,0.0,13,Broker,0,0.0,4,Large,15000.0,blue,6507.144226,0,15022,Charleroi,PA,Washington County,10340.0,573.0,5391.0,4641.0,85600.0,40956.0,18.06
29708,66,M,1.0,79,33099,1,1,Rent,80103,3/25/2016,Friday,Parking Lot,0,0.0,93,Broker,1,0.0,1,Medium,29356.34576,black,32755.82869,0,80103,Byers,CO,Arapahoe County,2458.0,9.0,1002.0,902.0,208300.0,62083.0,281.08
26942,33,M,1.0,45,46861,1,0,Own,85055,2/19/2015,Thursday,Parking Lot,0,0.0,0,Broker,0,0.0,1,Medium,71008.87529,black,18907.90455,0,85055,Phoenix,AZ,Maricopa County,,,,,,,
4067,44,M,1.0,52,51965,1,1,Rent,50049,4/20/2015,Monday,Parking Lot,0,0.0,91,Broker,1,7752.81,1,Large,15000.0,blue,35025.21146,0,50049,Chariton,IA,Lucas County,6493.0,32.0,3095.0,2718.0,85400.0,42247.0,201.1
12893,60,F,1.0,53,73519,0,0,Own,50039,12/7/2015,Monday,Highway,0,1.0,12,Phone,1,4430.82,1,Compact,109554.0032,gray,41774.87015,0,50039,Bouton,IA,Dallas County,329.0,14.0,159.0,145.0,161900.0,66914.0,23.41
28710,39,M,0.0,84,72987,0,1,Own,15035,8/27/2016,Saturday,Parking Lot,5,1.0,0,Online,1,0.0,1,Large,15000.0,silver,25034.09678,0,15035,East Mc Keesport,PA,Allegheny County,2129.0,5131.0,1155.0,1007.0,70500.0,40104.0,0.41
19068,26,M,1.0,74,88084,1,0,Rent,15031,3/4/2016,Friday,Local,0,0.0,50,Online,1,0.0,1,Medium,68457.20681,gray,20452.51707,0,15031,Cuddy,PA,Allegheny County,513.0,1101.0,247.0,223.0,95300.0,50259.0,0.47
9860,37,F,0.0,71,44310,0,0,Rent,15009,10/22/2015,Thursday,Parking Lot,0,0.0,93,Broker,1,0.0,1,Medium,15000.0,silver,15304.692,0,15009,Beaver,PA,Beaver County,15082.0,615.0,6839.0,6342.0,155400.0,54833.0,24.54
3014,46,F,1.0,75,45636,1,1,Rent,85036,4/12/2016,Tuesday,Local,17,0.0,4,Broker,1,501.25,1,Large,22542.45078,other,4187.812749,1,85036,Phoenix,AZ,Maricopa County,,,,,,,
19464,63,F,1.0,27,91924,1,1,Own,20155,6/26/2016,Sunday,Local,0,0.0,63,Broker,1,0.0,1,Large,63691.21565,red,10734.75241,1,20155,Gainesville,VA,Prince William County,29411.0,1018.0,10357.0,9943.0,396400.0,127974.0,28.9
20159,42,F,1.0,63,44739,1,1,Own,80047,10/1/2015,Thursday,Local,0,0.0,1,Broker,1,6020.75,5,Large,24929.76096,white,16686.85588,0,80047,Aurora,CO,Arapahoe County,,,,,,,
15304,60,M,0.0,69,69376,1,1,Rent,20103,3/20/2015,Friday,Parking Lot,0,0.0,10,Phone,1,8205.14,1,Compact,15000.0,blue,46204.40165,0,20103,Dulles,VA,Loudoun County,,,,,,,
13395,34,F,1.0,89,36697,0,1,Own,15021,6/27/2015,Saturday,Local,0,1.0,82,Broker,1,0.0,1,Compact,28601.13639,white,19541.23659,0,15021,Burgettstown,PA,Washington County,7352.0,80.0,3294.0,3018.0,112600.0,51824.0,91.52
20780,45,F,1.0,55,36248,1,1,Rent,85069,3/2/2015,Monday,Parking Lot,0,1.0,96,Broker,1,1459.58,6,Compact,32301.89934,red,27516.55486,0,85069,Phoenix,AZ,Maricopa County,,,,,,,
15085,57,M,1.0,80,108193,1,0,Own,85069,9/24/2016,Saturday,Parking Lot,6,0.0,81,Phone,1,0.0,1,Medium,78969.06563,other,10736.03951,0,85069,Phoenix,AZ,Maricopa County,,,,,,,
17120,43,M,1.0,66,98424,1,1,Rent,15044,11/1/2016,Tuesday,Parking Lot,7,0.0,3,Broker,0,0.0,1,Medium,15000.0,white,20787.72487,1,15044,Gibsonia,PA,Allegheny County,27049.0,654.0,10496.0,10011.0,219300.0,93210.0,41.34
2570,59,F,1.0,79,36681,1,0,Rent,50050,7/27/2016,Wednesday,Local,0,0.0,97,Broker,0,7002.66,1,Large,15000.0,blue,14447.68618,0,50050,Churdan,IA,Greene County,710.0,9.0,353.0,307.0,68500.0,44286.0,76.32
27030,38,F,0.0,71,39005,0,0,Own,20134,3/28/2016,Monday,Local,5,1.0,50,Broker,0,0.0,1,Compact,72699.22132,white,11985.31719,0,20134,Purcellville,VA,Loudoun County,,,,,,,
14156,50,F,1.0,74,80454,0,0,Rent,80045,6/27/2015,Saturday,Highway,0,0.0,81,Broker,1,0.0,1,Compact,17261.40692,black,6468.066287,0,80045,Aurora,CO,Adams County,,,,,,,
3207,49,M,1.0,78,82317,1,0,Own,50050,12/19/2016,Monday,Local,3,1.0,50,Online,1,1434.38,4,Large,29651.05392,blue,10086.82991,0,50050,Churdan,IA,Greene County,710.0,9.0,353.0,307.0,68500.0,44286.0,76.32
5631,41,F,1.0,91,93056,0,1,Own,15003,1/20/2015,Tuesday,Parking Lot,6,1.0,76,Phone,1,1799.48,2,Compact,37697.18876,blue,26935.74402,0,15003,Ambridge,PA,Beaver County,11861.0,1816.0,6199.0,5349.0,81300.0,35798.0,6.53
14912,42,M,1.0,68,96105,1,1,Own,20153,3/29/2015,Sunday,Local,20,0.0,84,Phone,0,0.0,1,Medium,26412.38356,red,10060.12714,0,20153,Chantilly,VA,Fairfax County,,,,,,,
15867,30,M,1.0,59,66191,0,1,Rent,80038,11/15/2015,Sunday,Local,0,0.0,42,Phone,1,0.0,1,Compact,15000.0,blue,9613.468773,0,80038,Broomfield,CO,Broomfield County,,,,,,,
20432,56,F,1.0,87,53560,0,1,Own,20134,8/3/2015,Monday,Parking Lot,21,0.0,9,Broker,1,0.0,1,Large,15000.0,silver,19850.53075,0,20134,Purcellville,VA,Loudoun County,,,,,,,
13618,34,F,1.0,95,71132,1,0,Rent,50025,7/22/2015,Wednesday,Highway,15,0.0,10,Broker,1,0.0,1,Medium,15000.0,black,11746.31458,0,50025,Audubon,IA,Audubon County,3325.0,17.0,1630.0,1421.0,68300.0,49457.0,195.92
26696,44,F,0.0,86,93674,1,0,Rent,50054,10/31/2015,Saturday,Local,0,0.0,43,Broker,0,0.0,1,Compact,15000.0,white,29120.59117,0,50054,Colfax,IA,Jasper County,3356.0,57.0,1428.0,1322.0,94800.0,46802.0,58.42
21799,36,F,1.0,15,121600,1,1,Rent,15019,11/13/2016,Sunday,Highway,0,0.0,8,Broker,1,0.0,1,Compact,57679.99861,silver,35270.37155,1,15019,Bulger,PA,Washington County,1719.0,76.0,770.0,722.0,107100.0,49050.0,22.7
7246,48,F,0.0,90,64440,1,1,Own,15037,6/3/2015,Wednesday,Parking Lot,0,1.0,67,Phone,1,0.0,1,Medium,29713.50508,other,34593.29467,0,15037,Elizabeth,PA,Allegheny County,10894.0,412.0,4865.0,4526.0,99200.0,55980.0,26.46
8621,61,M,1.0,83,124577,1,1,Own,80012,8/13/2015,Thursday,Local,6,,11,Phone,0,0.0,1,Compact,15000.0,other,28261.6267,0,80012,Aurora,CO,Arapahoe County,46665.0,6010.0,19634.0,18115.0,163300.0,40989.0,7.76
22402,49,M,1.0,79,30616,1,1,Own,85015,10/13/2016,Thursday,Highway,0,0.0,2,Phone,1,0.0,7,Compact,90005.64741,gray,9844.988814,0,85015,Phoenix,AZ,Maricopa County,37644.0,7709.0,16495.0,13420.0,113400.0,30753.0,4.88
20207,60,M,1.0,47,68046,1,0,Rent,20118,2/10/2015,Tuesday,Local,0,1.0,1,Broker,1,0.0,1,Compact,15000.0,silver,25865.36167,0,20118,Middleburg,VA,Loudoun County,,,,,,,
27751,38,F,0.0,65,88789,1,1,Own,80046,6/30/2016,Thursday,Local,0,0.0,88,Phone,0,150.2,1,Medium,15000.0,black,29642.39308,1,80046,Aurora,CO,Arapahoe County,,,,,,,
24054,37,M,1.0,51,119059,0,0,Own,80021,9/16/2016,Friday,Local,0,0.0,71,Broker,1,0.0,8,Medium,34914.23699,silver,34306.65303,0,80021,Broomfield,CO,Jefferson County,30051.0,1822.0,13183.0,12482.0,231900.0,71221.0,16.49
29717,30,M,1.0,81,124566,1,0,Own,15006,3/18/2015,Wednesday,Local,0,0.0,98,Phone,0,1522.02,1,Compact,15000.0,other,15083.80782,0,15006,Bairdford,PA,Allegheny County,240.0,975.0,118.0,108.0,71300.0,50114.0,0.25
7882,25,F,0.0,89,43580,1,0,Rent,50047,9/14/2015,Monday,Highway,0,0.0,95,Online,0,0.0,1,Large,15000.0,other,23491.40591,0,50047,Carlisle,IA,Warren County,5559.0,96.0,2208.0,2114.0,144800.0,59663.0,58.13
19069,48,F,1.0,73,61331,1,0,Rent,85076,3/3/2015,Tuesday,Highway,2,0.0,89,Phone,1,0.0,1,Large,34003.5384,gray,19143.40811,0,85076,Phoenix,AZ,Maricopa County,,,,,,,
15111,51,M,1.0,67,55089,1,0,Own,50021,7/17/2015,Friday,Parking Lot,0,1.0,94,Phone,1,0.0,1,Large,15000.0,other,13301.91798,0,50021,Ankeny,IA,Polk County,21595.0,839.0,9017.0,8627.0,171500.0,73377.0,25.75
27089,37,M,1.0,71,84210,1,1,Own,50022,5/30/2015,Saturday,Highway,1,1.0,71,Phone,1,2283.39,1,Large,30965.04706,black,9175.218387,0,50022,Atlantic,IA,Cass County,8494.0,51.0,3975.0,3679.0,91800.0,40703.0,166.6
18771,46,F,1.0,88,78273,1,0,Own,85054,10/15/2016,Saturday,Local,1,0.0,54,Broker,0,3534.49,6,Compact,15000.0,gray,19767.88615,0,85054,Phoenix,AZ,Maricopa County,5384.0,598.0,3801.0,2967.0,326400.0,67488.0,9.0
7697,36,M,1.0,62,65477,0,0,Own,20132,1/27/2015,Tuesday,Parking Lot,3,0.0,83,Phone,0,0.0,2,Medium,30656.75714,red,9072.492594,0,20132,Purcellville,VA,Loudoun County,15900.0,192.0,5466.0,5154.0,470800.0,129180.0,82.91
10552,37,M,1.0,86,63077,1,1,Rent,85006,8/9/2015,Sunday,Local,0,1.0,50,Phone,1,0.0,8,Large,63239.14003,silver,13006.31397,0,85006,Phoenix,AZ,Maricopa County,25742.0,6595.0,10183.0,8565.0,112700.0,22957.0,3.9
8866,49,M,1.0,58,97246,0,0,Rent,50001,1/6/2016,Wednesday,Parking Lot,0,1.0,35,Broker,1,0.0,1,Medium,15000.0,blue,16628.82763,0,50001,Ackworth,IA,Warren County,680.0,28.0,289.0,252.0,157000.0,46908.0,23.99
17753,56,M,1.0,44,82533,1,1,Rent,85030,3/25/2016,Friday,Parking Lot,0,0.0,10,Broker,1,0.0,1,Compact,63898.87759,other,16800.49871,0,85030,Phoenix,AZ,Maricopa County,,,,,,,
20936,41,M,1.0,72,95294,1,1,Rent,85055,5/3/2016,Tuesday,Local,0,1.0,87,Broker,0,0.0,1,Large,30958.99309,silver,21942.56767,0,85055,Phoenix,AZ,Maricopa County,,,,,,,
12367,50,M,0.0,92,102834,0,1,Rent,85005,1/15/2015,Thursday,Parking Lot,0,0.0,56,Broker,1,0.0,5,Medium,17573.66971,silver,52104.20079,0,85005,Phoenix,AZ,Maricopa County,,,,,,,
25331,62,M,1.0,54,116081,0,0,Rent,50014,10/27/2016,Thursday,Highway,0,0.0,14,Broker,0,8671.41,1,Compact,15000.0,blue,16762.73353,0,50014,Ames,IA,Story County,28094.0,503.0,11868.0,11385.0,212500.0,37661.0,55.88
19949,24,M,1.0,82,80329,0,1,Rent,85022,12/18/2015,Friday,Parking Lot,0,1.0,17,Phone,0,0.0,10,Large,15000.0,blue,50149.50384,0,85022,Phoenix,AZ,Maricopa County,46395.0,4959.0,22923.0,20596.0,176900.0,45606.0,9.36
29106,47,F,1.0,81,85808,1,0,Rent,85015,8/9/2015,Sunday,Highway,8,0.0,0,Broker,1,0.0,1,Large,84052.88542,silver,25615.24225,0,85015,Phoenix,AZ,Maricopa County,37644.0,7709.0,16495.0,13420.0,113400.0,30753.0,4.88
2821,39,F,0.0,59,63438,1,1,Own,85074,9/20/2016,Tuesday,Local,0,0.0,21,Online,0,0.0,4,Compact,39589.3971,red,14737.65724,1,85074,Phoenix,AZ,Maricopa County,,,,,,,
5835,63,M,1.0,71,111533,1,1,Rent,80015,12/16/2015,Wednesday,Local,0,0.0,74,Online,1,7564.97,1,Large,15000.0,blue,11361.45369,0,80015,Aurora,CO,Arapahoe County,62432.0,4367.0,21996.0,21240.0,241500.0,80599.0,14.3
704,38,F,1.0,90,118298,0,1,Own,85061,11/25/2015,Wednesday,Highway,0,0.0,79,Broker,0,0.0,5,Compact,15000.0,other,23875.54914,1,85061,Phoenix,AZ,Maricopa County,,,,,,,
22695,40,M,1.0,79,77130,1,1,Own,15035,7/31/2016,Sunday,Local,0,0.0,50,Phone,1,0.0,1,Compact,15000.0,black,15599.06178,0,15035,East Mc Keesport,PA,Allegheny County,2129.0,5131.0,1155.0,1007.0,70500.0,40104.0,0.41
2792,28,M,0.0,59,91524,0,1,Rent,50042,12/13/2015,Sunday,Local,0,0.0,21,Online,0,94.73,20,Large,15000.0,white,12256.64958,0,50042,Brayton,IA,Audubon County,309.0,10.0,155.0,134.0,73600.0,35250.0,32.37
389,45,F,1.0,76,122809,0,1,Own,80035,12/21/2016,Wednesday,Parking Lot,1,0.0,6,Phone,1,1632.19,1,Compact,15000.0,gray,13112.10223,0,80035,Westminster,CO,Jefferson County,,,,,,,
16963,63,F,1.0,23,61822,1,0,Rent,20148,10/4/2016,Tuesday,Local,7,0.0,12,Broker,0,4424.66,1,Medium,15000.0,gray,10201.13616,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
22087,27,M,1.0,87,72054,0,1,Rent,15060,3/31/2015,Tuesday,Parking Lot,0,0.0,88,Broker,1,2944.14,1,Medium,33572.04219,black,12100.65829,0,15060,Midway,PA,Washington County,790.0,2408.0,353.0,319.0,95700.0,51442.0,0.33
29403,27,M,1.0,86,99727,1,0,Rent,80002,12/5/2016,Monday,Parking Lot,0,0.0,26,Online,1,0.0,1,Compact,15692.77745,gray,13077.19699,0,80002,Arvada,CO,Jefferson County,18020.0,2929.0,8365.0,7892.0,200000.0,50425.0,6.15
29919,45,F,1.0,41,75616,1,0,Own,85048,4/2/2016,Saturday,Parking Lot,1,0.0,100,Broker,0,2424.42,5,Medium,15000.0,red,14571.0692,1,85048,Phoenix,AZ,Maricopa County,33449.0,1693.0,13632.0,12613.0,303600.0,93878.0,19.75
23878,51,F,1.0,92,88560,0,1,Own,80106,11/10/2016,Thursday,Parking Lot,9,0.0,0,Phone,1,2042.16,1,Large,63372.75925,silver,23213.76207,0,80106,Elbert,CO,El Paso County,4232.0,24.0,1635.0,1549.0,354600.0,97321.0,175.77
25235,24,F,1.0,93,97043,0,0,Rent,50003,8/28/2015,Friday,Highway,29,0.0,28,Online,0,0.0,1,Large,113540.0175,black,43202.05549,0,50003,Adel,IA,Dallas County,6594.0,58.0,2707.0,2549.0,192200.0,65588.0,114.39
1327,47,M,1.0,66,119494,1,1,Own,50041,5/9/2015,Saturday,Parking Lot,0,0.0,50,Broker,0,0.0,4,Medium,20343.51056,black,17449.39532,0,50041,Bradford,IA,Franklin County,92.0,216.0,54.0,46.0,52100.0,43571.0,0.43
21004,42,F,1.0,47,49967,1,0,Own,80035,7/22/2015,Wednesday,Local,0,1.0,62,Broker,1,0.0,1,Medium,15000.0,silver,33949.44093,0,80035,Westminster,CO,Jefferson County,,,,,,,
6898,58,F,1.0,74,47915,0,1,Rent,15038,7/31/2016,Sunday,Local,15,0.0,72,Broker,0,3285.66,1,Large,15000.0,black,15716.69416,0,15038,Elrama,PA,Washington County,325.0,743.0,158.0,142.0,80800.0,26758.0,0.44
22479,44,M,1.0,76,36077,0,0,Rent,80003,6/8/2015,Monday,Local,1,0.0,100,Phone,1,1323.67,1,Large,38513.45789,black,11578.58602,0,80003,Arvada,CO,Jefferson County,35384.0,5193.0,14248.0,13672.0,206900.0,54688.0,6.81
17828,36,F,1.0,94,110965,1,0,Rent,20142,10/5/2015,Monday,Local,5,1.0,98,Phone,1,8706.64,1,Medium,15000.0,red,19939.49436,0,20142,Round Hill,VA,Loudoun County,,,,,,,
5895,28,F,1.0,90,36387,1,1,Rent,80014,8/9/2016,Tuesday,Local,0,1.0,81,Online,1,7808.41,5,Compact,19060.81576,gray,19440.95703,0,80014,Aurora,CO,Arapahoe County,36710.0,5201.0,18960.0,17459.0,174200.0,46073.0,7.06
28906,56,M,1.0,90,103273,0,1,Own,85063,9/4/2015,Friday,Parking Lot,0,0.0,7,Broker,0,3594.69,3,Medium,15000.0,other,34513.85404,0,85063,Phoenix,AZ,Maricopa County,,,,,,,
17729,42,M,1.0,77,31502,1,0,Rent,85033,11/18/2016,Friday,Highway,0,0.0,19,Phone,1,5490.77,1,Medium,15000.0,red,16159.12156,0,85033,Phoenix,AZ,Maricopa County,53037.0,8700.0,16046.0,13573.0,70700.0,33821.0,6.1
19819,51,M,1.0,73,105995,1,0,Own,50026,2/15/2016,Monday,Local,5,0.0,70,Broker,0,0.0,19,Compact,15000.0,silver,23131.09536,0,50026,Bagley,IA,Guthrie County,584.0,11.0,285.0,246.0,61300.0,34063.0,55.16
9438,54,F,0.0,54,33250,1,1,Own,20148,5/12/2015,Tuesday,Local,0,0.0,0,Phone,0,1533.55,2,Medium,15000.0,black,26214.22926,0,20148,Ashburn,VA,Loudoun County,28310.0,1739.0,9170.0,8806.0,536000.0,161433.0,16.28
21315,39,M,0.0,86,62201,0,0,Own,15001,12/28/2015,Monday,Local,0,1.0,50,Phone,0,0.0,1,Medium,15000.0,gray,8535.830756,0,15001,Aliquippa,PA,Beaver County,31964.0,532.0,14820.0,13404.0,111200.0,51424.0,60.05
1651,63,F,1.0,69,91021,1,0,Own,80022,10/25/2015,Sunday,Local,3,0.0,98,Phone,1,0.0,1,Medium,18623.72768,white,26529.29534,0,80022,Commerce City,CO,Adams County,42699.0,927.0,14343.0,13380.0,165000.0,56449.0,46.05
10874,42,M,1.0,45,51179,0,0,Own,15054,8/3/2016,Wednesday,Local,0,0.0,76,Broker,1,0.0,4,Compact,15000.0,other,24294.43164,1,15054,Langeloth,PA,Washington County,375.0,2871.0,180.0,163.0,63000.0,54620.0,0.13
